J668	7 Aug 1787	Extract of a Letter from Cape Gratia a Deos	"Daily Advertiser, III (765)"			"Extract of a Letter from Cape Gratia a Deos (Honduras). (1787, August 7). Daily Advertiser, III (765), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C778259DC1CC40%40EANX-10C9DB2D948ECD58%402373967-10C9DB2DDDCE5B18%401-10C9DB2F2E0B9900%40Extract%2Bof%2Ba%2BLetter%2Bfrom%2BCape%2BGratia%2Ba%2BDeos%2B%2528Honduras%2529."						
J669	22 Sep 1787	"""News."""	London Chronicle	All well		"""News."" London Chronicle, September 20, 1787 - September 22, 1787. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000587399/BBCN?u=camb55135&sid=BBCN&xid=04c85623. Accessed 16 Feb. 2021."						
J670	10 Oct 1787	"Kingston, (Jamaica) Sept. 1 - 8."	New-York Morning Post (1113)	Mos settle in Bay		"Kingston, (Jamaica) Sept. 1 - 8. (1787, October 10). New-York Morning Post (1113), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11B0248DCBD42C7A%40EANX-11B3CE4EEE11F200%402374031-11B3CE4EF955FA80%401-11B3CE4F171030A8%40Kingston%252C%2B%2528Jamaica%2529%2BSept.%2B1%2B-%2B8."						
J671	10 Oct 1787	"Kingston, (Jamaica) Aug. 25."	"Daily Advertiser, III (820)"	Mos settle in Bay	Prov scarce	"Kingston, (Jamaica) Aug. 25. (1787, October 10). Daily Advertiser, III (820), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C778259DC1CC40%40EANX-10C9DBD420913050%402374031-10C9DBD466BA6DC0%401-10C9DBD588D49EC0%40Kingston%252C%2B%2528Jamaica%2529%2BAug.%2B25."						
J672	22 Oct 1787	"""News."""	London Packet or New Evening Post	All well		"""News."" London Packet or New Evening Post, October 19, 1787 - October 22, 1787. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000746885/BBCN?u=camb55135&sid=BBCN&xid=971de338. Accessed 16 Feb. 2021."						
J673	26 Oct 1787	"""News."""	General Advertiser [1784]	Prov scarce		"""News."" General Advertiser [1784], 26 Oct. 1787. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001695153/BBCN?u=camb55135&sid=BBCN&xid=42475519. Accessed 16 Feb. 2021."						
J674	27 Oct 1787	"""From the Jamaica Royal Gazette."""	Times	Prov scarce		"""From the Jamaica Royal Gazette."" Times, 27 Oct. 1787, p. 3. The Times Digital Archive, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/CS50464091/TTDA?u=camb55135&sid=TTDA&xid=fe268363. Accessed 17 Feb. 2021."						
J675	31 Dec 1787	"""News."""	Public Advertiser	Storm		"""News."" Public Advertiser, 31 Dec. 1787. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001200177/BBCN?u=camb55135&sid=BBCN&xid=4e203871. Accessed 16 Feb. 2021."						
J676	10 Jan 1788	"Extract of a Letter from the Bay of Honduras, Dated September 29, 1787."	"Daily Advertiser, IV (899)"	Storm		"Extract of a Letter from the Bay of Honduras, Dated September 29, 1787. (1788, January 10). Daily Advertiser, IV (899), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C778259DC1CC40%40EANX-10CDF9B52BF7B8D8%402374123-10CDF9B56F5F6548%401-10CDF9B6C9334538%40Extract%2Bof%2Ba%2BLetter%2Bfrom%2Bthe%2BBay%2Bof%2BHonduras%252C%2BDated%2BSeptember%2B29%252C%2B1787."						
J677	11 Jan 1788	"Extract of a Letter from the Bay of Honduras, Dated September 29, 1787."	New-York Packet (766)			"Extract of a Letter from the Bay of Honduras, Dated September 29, 1787. (1788, January 11). New-York Packet (766), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C7BD9120DBB670%40EANX-10D37D9EF0C71B38%402374124-10D37D9F37C3F870%401-10D37DA0A14F4478%40Extract%2Bof%2Ba%2BLetter%2Bfrom%2Bthe%2BBay%2Bof%2BHonduras%252C%2BDated%2BSeptember%2B29%252C%2B1787."						
J678	14 Jan 1788	"Particulars of a Most Violent Hurricane, Which Happened in the Bay of Honduras."	"Daily Advertiser, IV (902)"	Storm		"Particulars of a Most Violent Hurricane, Which Happened in the Bay of Honduras. (1788, January 14). Daily Advertiser, IV (902), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C778259DC1CC40%40EANX-10CDF9BBE45306C8%402374127-10CDF9BC19F8F8B8%401-10CDF9BCF2193200%40Particulars%2Bof%2Ba%2BMost%2BViolent%2BHurricane%252C%2BWhich%2BHappened%2Bin%2Bthe%2BBay%2Bof%2BHonduras."						
J679	16 Jan 1788	"Particulars of a Mast Violent Hurricane, Which Happened in the Bay of Honduras, on the 2d Day of September Last."	Independent Journal (431)			"Particulars of a Mast Violent Hurricane, Which Happened in the Bay of Honduras, on the 2d Day of September Last. (1788, January 16). Independent Journal (431), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1092168814A83928%40EANX-10922DBBE5EBE2C0%402374129-10922DBC2149A6F8%401-10922DBD7117D348%40Particulars%2Bof%2Ba%2BMast%2BViolent%2BHurricane%252C%2BWhich%2BHappened%2Bin%2Bthe%2BBay%2Bof%2BHonduras%252C%2Bon%2Bthe%2B2d%2BDay%2Bof%2BSeptember%2BLast."						
J680	21 Jan 1788	"Extract of a Letter from the Bey of Honduras, Dated September 29 1787."	"American Herald, VII (328)"			"Extract of a Letter from the Bey of Honduras, Dated September 29 1787. (1788, January 21). American Herald, VII (328), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E8E164FBDF7E0%40EANX-10B7A3ABAB837338%402374134-10B7A3AC0B583878%402-10B7A3ACF5B79E10%40Extract%2Bof%2Ba%2BLetter%2Bfrom%2Bthe%2BBey%2Bof%2BHonduras%252C%2BDated%2BSeptember%2B29%2B1787."						
J681	6 Feb 1788	[Honduras; Georgia; Rogers].	New-York Morning Post (1215)	Outbreak in Bay		"[Honduras; Georgia; Rogers]. (1788, February 6). New-York Morning Post (1215), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11B0248DCBD42C7A%40EANX-11B3CE552DE29500%402374150-11B3CE5537E9B880%401-11B3CE55556CB5F0%40%255BHonduras%253B%2BGeorgia%253B%2BRogers%255D."						
J682	27 Mar 1788	"""News."""	St. James's Chronicle or the British Evening Post	Storm	Outbreak	"""News."" St. James's Chronicle or the British Evening Post, March 25, 1788 - March 27, 1788. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001309285/BBCN?u=camb55135&sid=BBCN&xid=133c4f44. Accessed 16 Feb. 2021."						
J683	29 Mar 1788	"""News."""	Public Advertiser	All well		"""News."" Public Advertiser, 29 Mar. 1788. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001201292/BBCN?u=camb55135&sid=BBCN&xid=b8d4be14. Accessed 16 Feb. 2021."						
J684	10 Jun 1788	"Kingston, (Jamaica) April 19."	"Daily Advertiser, IV (1030)"	Duty on dry goods		"Kingston, (Jamaica) April 19. (1788, June 10). Daily Advertiser, IV (1030), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C778259DC1CC40%40EANX-10CDF7C2EA323730%402374275-10CDF7C327123280%401-10CDF7C48375B248%40Kingston%252C%2B%2528Jamaica%2529%2BApril%2B19."						
J685	24 Jun 1788	"""The people at OXFORD, are flattering themselves with a visit from the PRINCE of WALES."""	Times	Despard affair ?		"""The people at OXFORD, are flattering themselves with a visit from the PRINCE of WALES."" Times, 24 June 1788, p. 2. The Times Digital Archive, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/CS34342616/TTDA?u=camb55135&sid=TTDA&xid=cfbd9d05. Accessed 17 Feb. 2021."						
J686	12 Sep 1788	"""News."""	Morning Chronicle [1770]	All well ?		"""News."" Morning Chronicle [1770], 12 Sept. 1788. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000883798/BBCN?u=camb55135&sid=BBCN&xid=7156de96. Accessed 16 Feb. 2021."						
J687	27 Sep 1788	"""News."""	Whitehall Evening Post [1770]	All well		"""News."" Whitehall Evening Post [1770], September 25, 1788 - September 27, 1788. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001625950/BBCN?u=camb55135&sid=BBCN&xid=ea954106. Accessed 16 Feb. 2021."						
J688	7 Oct 1788	"""Honduras."""	Times	All well ?	Despard affair ?	"""Honduras."" Times, 7 Oct. 1788, p. 4. The Times Digital Archive, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/CS67766087/TTDA?u=camb55135&sid=TTDA&xid=32a3b3fa. Accessed 17 Feb. 2021."						
J689	2 Jun 1789	"""News."""	London Chronicle	All well ?		"""News."" London Chronicle, May 30, 1789 - June 2, 1789. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000590396/BBCN?u=camb55135&sid=BBCN&xid=d7cf4b20. Accessed 16 Feb. 2021."						
J690	2 Jun 1789	"""It is with peculier satisfaction we can affert as a fact to be depended upon, that a revolution in the."""	Times	Mah surplus ?	Despard affair ?	"""It is with peculier satisfaction we can affert as a fact to be depended upon, that a revolution in the."" Times, 2 June 1789, p. 3. The Times Digital Archive, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/CS50727106/TTDA?u=camb55135&sid=TTDA&xid=513dbeb3. Accessed 17 Feb. 2021."						
J691	4 Jun 1789	"""News."""	London Chronicle	Log oversupply ?		"""News."" London Chronicle, June 2, 1789 - June 4, 1789. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000590405/BBCN?u=camb55135&sid=BBCN&xid=dbeb04df. Accessed 16 Feb. 2021."						
J692	6 Jun 1789	"""The report of the EMPRESS of RUSSIA'S having detained several English Merchant vesiels in."""	Times	Log surplus ?	Despard affair ?	"""The report of the EMPRESS of RUSSIA'S having detained several English Merchant vesiels in."" Times, 6 June 1789, p. 3. The Times Digital Archive, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/CS50858182/TTDA?u=camb55135&sid=TTDA&xid=8e2b7669. Accessed 17 Feb. 2021."						
J693	13 Jun 1789	"""It is not improbable but the late change of affairs in Sweden, had its orgin partly from what."""	Times	Despard affair		"""It is not improbable but the late change of affairs in Sweden, had its orgin partly from what."" Times, 13 June 1789, p. 3. The Times Digital Archive, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/CS50989261/TTDA?u=camb55135&sid=TTDA&xid=77ee0646. Accessed 17 Feb. 2021."						
J694	21 Jul 1789	[Ship Henry; Honduras; Homeward; Lighted; Wrecking; Vessels; Florida; Lately].	"Poughkeepsie Journal, IV (207)"			"[Ship Henry; Honduras; Homeward; Lighted; Wrecking; Vessels; Florida; Lately]. (1789, July 21). Poughkeepsie Journal, IV (207), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A130A8DDB29F7A44F%40EANX-13ED4EAFA4EBB0D0%402374681-13ECF16EA3A76548%401-13F147DF41CAC681%40%255BShip%2BHenry%253B%2BHonduras%253B%2BHomeward%253B%2BLighted%253B%2BWrecking%253B%2BVessels%253B%2BFlorida%253B%2BLately%255D."						
J695	10 Aug 1789	[Nancy; Sillock; Honduras; Marcia; Van Zandt; St. Croix].	"Daily Advertiser, V (1395)"			"[Nancy; Sillock; Honduras; Marcia; Van Zandt; St. Croix]. (1789, August 10). Daily Advertiser, V (1395), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C778259DC1CC40%40EANX-10C9DDCA0B96D7B8%402374701-10C9DDCA4DA20D20%401-10C9DDCB66E0F120%40%255BNancy%253B%2BSillock%253B%2BHonduras%253B%2BMarcia%253B%2BVan%2BZandt%253B%2BSt.%2BCroix%255D."						
J696	18 Aug 1789	"""News."""	Morning Star	Sp restrict Prov		"""News."" Morning Star, 18 Aug. 1789. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000986517/BBCN?u=camb55135&sid=BBCN&xid=d36105f7. Accessed 16 Feb. 2021."						
J697	22 Aug 1789	"""News."""	St. James's Chronicle or the British Evening Post	Sp restrict Prov		"""News."" St. James's Chronicle or the British Evening Post, August 20, 1789 - August 22, 1789. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001312164/BBCN?u=camb55135&sid=BBCN&xid=5b47d55a. Accessed 16 Feb. 2021."						
J698	18 Sep 1789	Kingston (Jamaica) July 25.	New-York Daily Gazette (227)	Sp raid		"Kingston (Jamaica) July 25. (1789, September 18). New-York Daily Gazette (227), p. 906. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1092185072033900%40EANX-1095BBC7D560A800%402374740-1095BBC8103C18F0%401-1095BBC9B53F68A0%40Kingston%2B%2528Jamaica%2529%2BJuly%2B25."						
J699	19 Sep 1789	"Intelligence by the Last Mail. Kingston, (Jamaica) July 25."	Gazette of the United States (XLVI)			"Intelligence by the Last Mail. Kingston, (Jamaica) July 25. (1789, September 19). Gazette of the United States (XLVI), p. 182. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109216BF6CAD39B0%40EANX-1095B5B9324DCAD8%402374741-1095B5B96C57B710%401-1095B5B9EA5B0C50%40Intelligence%2Bby%2Bthe%2BLast%2BMail.%2BKingston%252C%2B%2528Jamaica%2529%2BJuly%2B25."						
J700	3 Oct 1789	"""News."""	Morning Star	Sp restrict Prov	Despard affair	"""News."" Morning Star, 3 Oct. 1789. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000986919/BBCN?u=camb55135&sid=BBCN&xid=c396a5e5. Accessed 16 Feb. 2021."						
J701	16 Feb 1790	"""News."""	Whitehall Evening Post [1770]	Despard affair		"""News."" Whitehall Evening Post [1770], February 13, 1790 - February 16, 1790. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001628432/BBCN?u=camb55135&sid=BBCN&xid=55aa697e. Accessed 16 Feb. 2021."						
J702	26 May 1790	[New-Providence; Spaniards; British; Honduras].	"Daily Advertiser, VI (1643)"			"[New-Providence; Spaniards; British; Honduras]. (1790, May 26). Daily Advertiser, VI (1643), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C778259DC1CC40%40EANX-10CDFA7486FDCF68%402374990-10CDFA7504CC2640%402-10CDFA768EC96A68%40%255BNew-Providence%253B%2BSpaniards%253B%2BBritish%253B%2BHonduras%255D."						
J703	2 Jul 1790	"""News."""	Public Advertiser	All well ?		"""News."" Public Advertiser, 2 July 1790. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001210723/BBCN?u=camb55135&sid=BBCN&xid=c1470ea6. Accessed 16 Feb. 2021."						
J704	5 Oct 1790	"""News."""	Diary or Woodfall's Register	All well ?		"""News."" Diary or Woodfall's Register, 5 Oct. 1790. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000296460/BBCN?u=camb55135&sid=BBCN&xid=e3b2ade5. Accessed 16 Feb. 2021."						
J705	1 Nov 1790	"""News."""	Argus	All well		"""News."" Argus, 1 Nov. 1790. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000107874/BBCN?u=camb55135&sid=BBCN&xid=0ec98346. Accessed 16 Feb. 2021."						
J706	11 Nov 1790	Kingston (Jamaica) Sept. 11.	New-York Daily Gazette (586)	Prov scarce	Baymen fortify	"Kingston (Jamaica) Sept. 11. (1790, November 11). New-York Daily Gazette (586), p. 1078. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1092185072033900%40EANX-10947BCE4E10FB90%402375159-10947BCE8C957368%401-10947BCFD00FE0A0%40Kingston%2B%2528Jamaica%2529%2BSept.%2B11."						
J707	6 Jan 1791	"Jamaica, December 2."	"Daily Advertiser, VII (1835)"	Baymen fortify		"Jamaica, December 2. (1791, January 6). Daily Advertiser, VII (1835), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C778259DC1CC40%40EANX-10CDFFFFCD865B48%402375215-10CE00001B025A38%401-10CE0001282655E8%40Jamaica%252C%2BDecember%2B2."						
J708	10 Jan 1791	"""News."""	Diary or Woodfall's Register	Baymen panic ?		"""News."" Diary or Woodfall's Register, 10 Jan. 1791. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000297326/BBCN?u=camb55135&sid=BBCN&xid=842fdaba. Accessed 16 Feb. 2021."						
J709	11 Jul 1791	"""News."""	Public Advertiser	Despard affair		"""News."" Public Advertiser, 11 July 1791. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001217515/BBCN?u=camb55135&sid=BBCN&xid=28cee953. Accessed 16 Feb. 2021."						
J710	31 Oct 1791	"""Court Circular."""	Times	Slave revolt	Baymen fortify	"""Court Circular."" Times, 31 Oct. 1791, p. 2. The Times Digital Archive, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/CS33688927/TTDA?u=camb55135&sid=TTDA&xid=2d65f542. Accessed 17 Feb. 2021."						
J711	1 Mar 1792	"""News."""	London Chronicle	Haiti immigrants		"""News."" London Chronicle, February 28, 1792 - March 1, 1792. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000595330/BBCN?u=camb55135&sid=BBCN&xid=d1524c2e. Accessed 16 Feb. 2021."						
J712	28 Mar 1792	"""News."""	Diary or Woodfall's Register	Haiti immigrants		"""News."" Diary or Woodfall's Register, 28 Mar. 1792. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000301839/BBCN?u=camb55135&sid=BBCN&xid=8b43649d. Accessed 16 Feb. 2021."						
J713	19 Sep 1792	"""News."""	Lloyd's Evening Post	Log scarce	All well	"""News."" Lloyd's Evening Post, September 17, 1792 - September 19, 1792. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000533411/BBCN?u=camb55135&sid=BBCN&xid=957807fe. Accessed 16 Feb. 2021."						
J714	11 Feb 1793	"""JAMAICA, by the last Mail."""	Times	Flood		"""JAMAICA, by the last Mail."" Times, 11 Feb. 1793, p. 3. The Times Digital Archive, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/CS50860107/TTDA?u=camb55135&sid=TTDA&xid=dd04b163. Accessed 17 Feb. 2021."						
J715	18 Feb 1793	"""News."""	True Briton [1793]	Mah loss	Flood ?	"""News."" True Briton [1793], 18 Feb. 1793. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001551605/BBCN?u=camb55135&sid=BBCN&xid=ac66cb15. Accessed 16 Feb. 2021."						
J716	17 Apr 1793	"""News."""	Morning Herald	French troops		"""News."" Morning Herald, 17 Apr. 1793. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000894843/BBCN?u=camb55135&sid=BBCN&xid=ffc8f207. Accessed 16 Feb. 2021."						
