Introduction: Table 1
												
												
												
	0	Collection of collection sources										
		Import from collection sources in manuscript projects by Navidad	finished 4 Aug 2022	139 new unique records								
		Query in TNA Discovery for honduras or hondur* to 1799	finished 4 Aug 2022	no new records								
		Query in TNA Discovery for honduras or hondur* to 1899	finished 4 Aug 2022	vars new unique records								
		Query in FranceArchives for honduras or campeche to 1849	finished 4 Aug 2022	vars new unique records								
		Query in Archieven.nl for hondur* or campec* or campel* or campes* to 1799	finished 5 Aug 2022	no new records								
		Query in Openarch.nl - Transcriptions for hondur* or campec* or campel* or campes* to 1799	finished 5 Aug 2022	no new records								
		Query in Doorzoek koloniale archieven dekok.xyz for hondur* or campec* etc to 1799	finished 5 Aug 2022	no new records								
		Query in ProQuest Archive Finder for logwood etc to 1799	finished 5 Aug 2022	vars new unique records								
		Query in OAIster for logwood etc to 1799	could not query due to technical malfunctions on 5 Aug 2022									
		Query in ArchiveGrid for logwood etc to 1799										
												
		Note - could not categorise S 153 [Harv Digital Collection] as being compilation of pamphlets from vars Harvard repositories on 6 AUG 2022										
		Note - could not categorise S 407 [Metzgen personal property] as being private on 6 AUG 2022										


Collections: Table 1
	ver_1.4_ids_	collections_	country_	district_	url_	cat_0_	directory_0_	directory_1_	directory_2_	directory_3_	notes_					
	1078	"RED;;;ID=S 59;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=MEXICO,zzz;;;NAME 0=xnp;;;CITED=0;;;START 0=1519;;;STOP 0=1856;;;SIZE=3196;;;UNITS=legajos;;;NAME 1=Audiencia de México;;;NAME 2Archivo General de Indias;;;PLACE 0Seville;;;PLACE 1=Spain;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://pares.mcu.es/ParesBusquedas20/catalogo/description/1930212?nm;;;DESC 1=np;;;NOTE=xnp;;;LINK=xnp;;;END=###"							
	1079	"RED;;;ID=S 61;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=MP-GUATEMALA,nn;;;NAME 0=xnp;;;CITED=19;;;START 0=1571;;;STOP 0=1892;;;SIZE=418;;;UNITS=items;;;NAME 1=Mapas, planos, dibujos, etc.: Guatemala;;;NAME 2Archivo General de Indias;;;PLACE 0Seville;;;PLACE 1=Spain;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://pares.mcu.es/ParesBusquedas20/catalogo/description/19487?nm;;;DESC 1=np;;;NOTE=xnp;;;LINK=xnp;;;END=###"							
	1080	"RED;;;ID=S 63;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=MP-MEXICO,nn;;;NAME 0=xnp;;;CITED=13;;;START 0=1519;;;STOP 0=1823;;;SIZE=947;;;UNITS=items;;;NAME 1=Mapas, planos, dibujos, etc.: México;;;NAME 2Archivo General de Indias;;;PLACE 0Seville;;;PLACE 1=Spain;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://pares.mcu.es/ParesBusquedas20/catalogo/description/20806?nm;;;DESC 1=np;;;NOTE=xnp;;;LINK=xnp;;;END=###"							
	1081	"RED;;;ID=S 65;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=PATRONATO,zzz;;;NAME 0=xnp;;;CITED=10;;;START 0=1480;;;STOP 0=1801;;;SIZE=307;;;UNITS=legajos;;;NAME 1=Patronato Real;;;NAME 2Archivo General de Indias;;;PLACE 0Seville;;;PLACE 1=Spain;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://pares.mcu.es/ParesBusquedas20/catalogo/description/1916099?nm;;;DESC 1=np;;;NOTE=xnp;;;LINK=xnp;;;END=###"							
	1082	"RED;;;ID=S 67;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=SANTA_FE,zzz;;;NAME 0=xnp;;;CITED=21;;;START 0=1527;;;STOP 0=1831;;;SIZE=1263;;;UNITS=legajos;;;NAME 1=Audiencia de Santa Fe;;;NAME 2Archivo General de Indias;;;PLACE 0Seville;;;PLACE 1=Spain;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://pares.mcu.es/ParesBusquedas20/catalogo/description/1861948?nm;;;DESC 1=np;;;NOTE=xnp;;;LINK=xnp;;;END=###"							
	1083	"RED;;;ID=S 423;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=SANTO_DOMINGO,zzz;;;NAME 0=xnp;;;CITED=0;;;START 0=1518;;;STOP 0=1852;;;SIZE=2720;;;UNITS=legajos;;;NAME 1=Audiencia de Santo Domingo;;;NAME 2Archivo General de Indias;;;PLACE 0Seville;;;PLACE 1=Spain;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://pares.mcu.es/ParesBusquedas20/catalogo/description/1859548?nm;;;DESC 1=np;;;NOTE=xnp;;;LINK=xnp;;;END=###"							
	1084	"RED;;;ID=S 45;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=AGCA zzz;;;NAME 0=AGCA, zzz;;;CITED=12;;;START 0=1544;;;STOP 0=1821;;;SIZE=3923;;;UNITS=vols;;;NAME 1=xnp;;;NAME 2Archivo General de Centro América;;;PLACE 0Guatemala;;;PLACE 1=Guatemala;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=xnp;;;DESC 1=np;;;NOTE=Microfilm copy by Ross Publishing LLC, New York, NY, USA Link: https://www.rosspub.com/guatemalaenglishbrochure.htm / See Censo-Guía: http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=50950 / See Pedro López Gómez, *El Archivo General de Centro América (Ciudad de Guatemala) : informe* [Madrid, Asociación Española de Archiveros, Bibliotecarios, Museólogos  Documentalistas, 1991] OCLC = http://www.worldcat.org/oclc/644533328 / See Jorge Lujan Muñoz, *Guía del Archivo General de Centro América* [Guatemala, Ministerio de Educación : Archivo General de Centro América, 1982] OCLC = http://www.worldcat.org/oclc/1025885876;;;LINK=xnp;;;END=###"							
	1085	"RED;;;ID=S 43;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=1776;;;STOP 0=1815;;;SIZE=70;;;UNITS=boxes;;;NAME 1=Vice-Admiralty Court records;;;NAME 2Archives Unit;;;PLACE 0Spanish Town;;;PLACE 1=Jamaica;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=xnp;;;DESC 1=np;;;NOTE=Records = c 60 to 80 boxes / median used / See Claudette Thomas 2011 Link: https://www.ifla.org/past-wlic/2011/141-thomas-en.pdf / See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13533073 / Possibly see K. E. Ingram, *Sources of Jamaican History: 1655-1838* [Zug, Inter Documentation, 1976–1976] 2 vols OCLC = http://www.worldcat.org/oclc/647426399;;;LINK=xnp;;;END=###"							
	1086	"RED;;;ID=S 41;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=ANOM zzz;;;NAME 0=ANOM, zzz;;;CITED=5;;;START 0=1492;;;STOP 0=1909;;;SIZE=8;;;UNITS=series;;;NAME 1=FONDS MINISTÉRIELS, PREMIER EMPIRE COLONIAL (XVIIe - début XIXe siècle);;;NAME 2Archives Nationales d'Outre-Mer;;;PLACE 0Aix-en-Provence;;;PLACE 1=France;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=http://anom.archivesnationales.culture.gouv.fr/ark:/61561/wz818cxx;;;DESC 1=np;;;NOTE=xnp;;;LINK=xnp;;;END=###"							
	1087	"RED;;;ID=S 9;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=Assy nn;;;NAME 0=Ass nn;;;CITED=0;;;START 0=1863;;;STOP 0=1864;;;SIZE=2;;;UNITS=vols;;;NAME 1=Votes of Assembly;;;NAME 2Archives and Records Service;;;PLACE 0Belmopan;;;PLACE 1=Belize;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Burdon 3 xxx;;;FAID=xnp;;;DESC 1=np;;;NOTE=nn = 1863, 1864 / Guide not found / Possibly see Kirsti Nilsen, *Government Publications Review* Part A 7(6), ""Commonwealth Caribbean Government Publications: Biographies and Acquisition Aids"" [1980], 489–503;;;LINK=xnp;;;END=###"							
	1088	"RED;;;ID=S 11;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=Civ List;;;NAME 0=Civil List;;;CITED=0;;;START 0=1786;;;STOP 0=1896;;;SIZE=1;;;UNITS=vols;;;NAME 1=British Honduras Civil List, 1895–1896;;;NAME 2Archives and Records Service;;;PLACE 0Belmopan;;;PLACE 1=Belize;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Burdon 2 xxx;;;FAID=xnp;;;DESC 1=np;;;NOTE=Guide not found;;;LINK=xnp;;;END=###"							
	1089	"RED;;;ID=S 13;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=CR nn;;;NAME 0=xnp;;;CITED=0;;;START 0=1850;;;STOP 0=1853;;;SIZE=2;;;UNITS=vols;;;NAME 1=Civil Records;;;NAME 2Archives and Records Service;;;PLACE 0Belmopan;;;PLACE 1=Belize;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Burdon 3 xxx;;;FAID=xnp;;;DESC 1=np;;;NOTE=nn = 1, 2 / Guide not found;;;LINK=xnp;;;END=###"							
	1090	"RED;;;ID=S 15;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=GC zzz;;;NAME 0=xnp;;;CITED=0;;;START 0=1790;;;STOP 0=1854;;;SIZE=16;;;UNITS=vols;;;NAME 1=Grand Court of Assize;;;NAME 2Archives and Records Service;;;PLACE 0Belmopan;;;PLACE 1=Belize;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Burdon 1 xxx;;;FAID=xnp;;;DESC 1=np;;;NOTE=Inc Summary Courts in earlier vols /v Burdon 1 / nn = F, T, Q, U, X, AA, BB, CC, DD, EE, FF, GG, HH, II, C1, C2 / Guide not found;;;LINK=xnp;;;END=###"							
	1091	"RED;;;ID=S 17;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=IP;;;NAME 0=xnp;;;CITED=0;;;START 0=1829;;;STOP 0=1829;;;SIZE=1;;;UNITS=vols;;;NAME 1=Indian Papers;;;NAME 2Archives and Records Service;;;PLACE 0Belmopan;;;PLACE 1=Belize;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Burdon 2 xxx;;;FAID=xnp;;;DESC 1=np;;;NOTE=Inc uncompleted, unsigned, undated questionnaire with answers, on the subject of the constitution of the Law Courts, the law, and the Judiciary procedure of the Settlement /v Burdon 2 / Guide not found;;;LINK=xnp;;;END=###"							
	1092	"RED;;;ID=S 19;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=Laws 1810;;;NAME 0=Laws 1765–1810;;;CITED=12;;;START 0=1765;;;STOP 0=1810;;;SIZE=1;;;UNITS=vols;;;NAME 1=Laws of Honduras, 1806–1810;;;NAME 2Archives and Records Service;;;PLACE 0Belmopan;;;PLACE 1=Belize;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Burdon 1 xxx;;;FAID=xnp;;;DESC 1=np;;;NOTE=Guide not found;;;LINK=http://www.frontierlife.amdigital.co.uk.ezp-prod1.hul.harvard.edu/Documents/Details/MS-RCMS-00270-00056;;;END=###"							
	1093	RED;;;ID=S 21;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=Leg Co nn;;;NAME 0=xnp;;;CITED=12;;;START 0=1871;;;STOP 0=1887;;;SIZE=17;;;UNITS=vols;;;NAME 1=Minutes of Legislative Council;;;NAME 2Archives and Records Service;;;PLACE 0Belmopan;;;PLACE 1=Belize;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Burdon 3 369;;;FAID=xnp;;;DESC 1=np;;;NOTE=Guide not found;;;LINK=xnp;;;END=###							
	1094	"RED;;;ID=S 23;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=LM zzz;;;NAME 0=xnp;;;CITED=0;;;START 0=1830;;;STOP 0=1849;;;SIZE=4;;;UNITS=vols;;;NAME 1=Legislative Assembly;;;NAME 2Archives and Records Service;;;PLACE 0Belmopan;;;PLACE 1=Belize;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Burdon 2 xxx;;;FAID=xnp;;;DESC 1=np;;;NOTE=nn = A, B, C, D / Guide not found;;;LINK=xnp;;;END=###"							
	1095	"RED;;;ID=S 25;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=ML zzz;;;NAME 0=xnp;;;CITED=0;;;START 0=1791;;;STOP 0=1812;;;SIZE=4;;;UNITS=vols;;;NAME 1=Magistrates’ Letters;;;NAME 2Archives and Records Service;;;PLACE 0Belmopan;;;PLACE 1=Belize;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Burdon 1 xxx;;;FAID=xnp;;;DESC 1=np;;;NOTE=nn = A, B, C, D / Guide not found;;;LINK=xnp;;;END=###"							
	1096	"RED;;;ID=S 27;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=MM zzz;;;NAME 0=xnp;;;CITED=0;;;START 0=1793;;;STOP 0=1844;;;SIZE=13;;;UNITS=vols;;;NAME 1=Magistrates’ Meetings;;;NAME 2Archives and Records Service;;;PLACE 0Belmopan;;;PLACE 1=Belize;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Burdon 2 xxx;;;FAID=xnp;;;DESC 1=np;;;NOTE=nn = A1, A2, A3, B, C, D, E, F, G, H, I, J, K / Guide not found;;;LINK=xnp;;;END=###"							
	1097	RED;;;ID=S 29;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=MSR;;;NAME 0=xnp;;;CITED=3;;;START 0=1771;;;STOP 0=1787;;;SIZE=xxx;;;UNITS=vols;;;NAME 1=Mosquito Shore Records;;;NAME 2Archives and Records Service;;;PLACE 0Belmopan;;;PLACE 1=Belize;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Burdon 1 xxx;;;FAID=xnp;;;DESC 1=np;;;NOTE=Guide not found;;;LINK=xnp;;;END=###							
	1098	"RED;;;ID=S 31;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=PCR;;;NAME 0=xnp;;;CITED=0;;;START 0=1789;;;STOP 0=1798;;;SIZE=1;;;UNITS=vols;;;NAME 1=Police Court Records and Magistrates' Meetings;;;NAME 2Archives and Records Service;;;PLACE 0Belmopan;;;PLACE 1=Belize;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Burdon 1 xxx;;;FAID=xnp;;;DESC 1=np;;;NOTE=Numbered 13 on fly leaf / includes Police Court Records 1789, Magistrates' Meetings 1793, Bonds 1797–1798 /v Burdon 1 292 / Guide not found;;;LINK=xnp;;;END=###"							
	1099	"RED;;;ID=S 33;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=PR zzz;;;NAME 0=xnp;;;CITED=0;;;START 0=1774;;;STOP 0=1849;;;SIZE=23;;;UNITS=vols;;;NAME 1=Private Records;;;NAME 2Archives and Records Service;;;PLACE 0Belmopan;;;PLACE 1=Belize;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Burdon 1 xxx;;;FAID=xnp;;;DESC 1=np;;;NOTE=Where PR 1 = typed copies of eight Record Books 1774–1818, bulk 1784–1793 /v Burdon 1 291, and so counted as 8 vols / nn = 1, E, H, M, N, O, XY, 2, 3, Y, Z, AA, BB, DD, EE, FF / Guide not found;;;LINK=xnp;;;END=###"							
	1100	"RED;;;ID=S 35;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=R nn;;;NAME 0=xnp;;;CITED=0;;;START 0=1805;;;STOP 0=1892;;;SIZE=139;;;UNITS=vols;;;NAME 1=Letters and Despatches;;;NAME 2Archives and Records Service;;;PLACE 0Belmopan;;;PLACE 1=Belize;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Burdon 2 xxx;;;FAID=xnp;;;DESC 1=np;;;NOTE=Inc Mr. Miller’s Mission, Records 11 /v Burdon 2 / Inc Proceedings of Public Meeting, Records 20 /v Burdon 2 / nn = 1, 2, 3, 4A, 4B, 4C, 4D, 5A, 5B, 6A, 6B, 6C, 6D, 6E, 10, 7, 8A, 8B, 8C, 8D, 9A, 9B, 11, 12, 13, 14A, 14B, 15, 16, 17, 18, 20, 19, 33, 21A, 21B, 21C, 22A, 22B, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32A, 32B, 34, 35, 36, 47, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 75, 73, 74, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 90, 89, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 119A, 119B, 113, 114, 115, 116, 120A, 120B, 117, 118 / Guide not found;;;LINK=xnp;;;END=###"							
	1101	"RED;;;ID=S 37;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=SC nn;;;NAME 0=xnp;;;CITED=0;;;START 0=1817;;;STOP 0=1850;;;SIZE=4;;;UNITS=vols;;;NAME 1=Summary Courts;;;NAME 2Archives and Records Service;;;PLACE 0Belmopan;;;PLACE 1=Belize;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Burdon 2 xxx;;;FAID=xnp;;;DESC 1=np;;;NOTE=nn = 1, 2, 3, 4 / Guide not found;;;LINK=xnp;;;END=###"							
	1102	"RED;;;ID=S 39;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=Sup Ct zzz;;;NAME 0=xnp;;;CITED=14;;;START 0=1820;;;STOP 0=1859;;;SIZE=6;;;UNITS=vols;;;NAME 1=Supreme Court;;;NAME 2Archives and Records Service;;;PLACE 0Belmopan;;;PLACE 1=Belize;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Burdon 2 xxx;;;FAID=xnp;;;DESC 1=np;;;NOTE=Inc Summary Courts in some vols /Burdon 2 / nn = A, B, C, D, E, F / Guide not found;;;LINK=xnp;;;END=###"							
	1103	"RED;;;ID=S 7;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=1778;;;STOP 0=1778;;;SIZE=1;;;UNITS=items;;;NAME 1=Account for repairs done at Honduras to sloop ""Cupid"", (captain Wm. Carlyon), and stores taken on board;;;NAME 2Archives and Cornish Studies Service;;;PLACE 0Redruth;;;PLACE 1=UK;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=https://kresenkernow.org/SOAP/detail/705e3e93-af54-4a53-b1f0-1cff231ea54d/?tH=%5B%22CN%7C3389%22%5D / http://discovery.nationalarchives.gov.uk/details/r/9d6e7f1b-4243-47e8-8086-07a8b583b0de;;;DESC 1=np;;;NOTE=Ref CN/3389 / See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13530781 / Possibly see Peter Walne, *A Guide to Manuscript Sources for the History of Latin America and the Caribbean in the British Isles* [London, Oxford University Press : University of London, 1973];;;LINK=xnp;;;END=###"							
	1104	"RED;;;ID=S 5;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=1885;;;STOP 0=1985;;;SIZE=8;;;UNITS=feet;;;NAME 1=Records, United Bible Societies, Latin America Regional Center;;;NAME 2American Bible Society;;;PLACE 0Philadelphia;;;PLACE 1=USA;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=xnp;;;DESC 1=np;;;NOTE=Assume ABS records moved from NY to PA in 2015 / Guide not found;;;LINK=xnp;;;END=###"							
	1105	"RED;;;ID=S 3;;;PRIM=1;;;COLL=1;;;TYPE=P;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=1690;;;STOP 0=1922;;;SIZE=18000;;;UNITS=titles;;;NAME 1=Newspapers & Periodicals;;;NAME 2American Antiquarian Society;;;PLACE 0Worcester;;;PLACE 1=USA;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=https://www.americanantiquarian.org/newspapers-periodicals;;;DESC 1=np;;;NOTE=Possibly see K. E. Ingram, *Manuscripts Relating to Commonwealth Caribbean Countries in United States and Canadian Repositories* [St. Lawrence, Caribbean Universities Press, 1975];;;LINK=xnp;;;END=###"							
	1106	"RED;;;ID=S 1;;;PRIM=1;;;COLL=1;;;TYPE=M;;;AID=AHD zzz;;;NAME 0=xnp;;;CITED=0;;;START 0=1821;;;STOP 0=1995;;;SIZE=16404;;;UNITS=feet;;;NAME 1=Archivo Histórico Genaro Estrada;;;NAME 2Acervo Histórico Diplomático;;;PLACE 0Mexico;;;PLACE 1=Mexico;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=np;;;STOP 1=np;;;NAME 3=np;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=xnp;;;DESC 1=np;;;NOTE=Inc Biblioteca José María Lafragua, Archivo Histórico Genaro Estrada / See Censo-Guía: http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=54839 / See Mercedes de Vega & Luz María Hernández Vite, *Archivo Histórico ""Genaro Estrada"" : Guía temática* [Mexico, Dirección General del Acervo Histórico Diplomático : Secretaría de Relaciones Exteriores, 1996–xxx] xxx vols ISBN = 9688105724 Digitised copies https://acervo.sre.gob.mx/index.php/catalogos-electronicos?id=213 / See Mario González Sánchez, *Relaciones consulares y diplomáticas México-Belice, 1827-1943 ; Relaciones consulares y diplomáticas México-Costa Rica, 1880-1960 ; Relaciones consulares y diplomáticas México-Honduras, 1880-1960 ; Relaciones consulares y diplomáticas México-Panamá, 1826-1946 : guías documentales* [Mexico, Dirección General de Archivo, Biblioteca y Publicaciones : Secretaría de Relaciones Exteriores, 1988] OCLC = http://www.worldcat.org/oclc/651196231 / See Guadalupe Rodríguez de Ita, María del Consuelo Rodríguez Muñoz & Gabriela Ugalde García, *Guía del archivo de límites y ríos México-Belice 1723-1980* [Mexico, Instituto de Investigaciones Doctor José Ma. Luis Mora : Secretaría de Relaciones Exteriores, 1994] OCLC = http://www.worldcat.org/oclc/253548931 Digitised copy https://acervo.sre.gob.mx/index.php/catalogos-electronicos?id=213 / See Antonio Higuera Bonfil, *Quintana Roo en el Archivo Histórico de la Secretaría de Relaciones Exteriores : guía documental* [Chetumal, Editora Norte-Sur, 1996] OCLC = http://www.worldcat.org/oclc/947632463;;;LINK=xnp;;;END=###"							
